,uuid,bar_code,category,brand,material_name,material_name_zh,launch_date,ingredient
10,704915,6902088918403,SKIN CARE,DOVE,DOVE 20 MOI CLEANSING CREAM 24X30G,多芬保湿水嫩洁面乳 24X30G,2020-10-28,"['水', '椰油酰甘氨酸钾', '甘油', '矿脂', '椰油酸钾', '月桂酰两性基乙酸钠', '羟丙基淀粉磷酸酯', '丙烯酸（酯）类共聚物', '月桂酸', '月桂酰胺丙基甜菜碱', '硬脂酸', '烟酰胺', '神经酰胺 3', '神经酰胺 6 II', '神经酰胺 1', '生育酚乙酸酯', '泛醇', '乙酰化透明质酸钠', '透明质酸钠', '透明质酸钠交联聚合物', '细齿樱桃花提取物', '植物鞘氨醇', '胆甾醇', '月桂酰乳酰乳酸钠', '羟乙基脲', '棕榈酸', '氯化钠', '聚季铵盐-7', '羟乙磺酸钠', '椰油酸', '椰油酰羟乙磺酸酯钠', '（日用）香精', 'EDTA 四钠', '苯氧乙醇', 'PEG-4 月桂酸酯', 'PEG-4 二月桂酸酯', '聚乙二醇-4', '碘丙炔醇丁基氨甲酸酯', 'CI 77891', '丁羟甲苯', '1,2-戊二醇', '卡波姆', '黄原胶', '柠檬酸钠', '柠檬酸', '泛内酯']"
11,867286,6902088919721,SKIN CARE,DOVE,DOVE UPLIFTED SMOOTH ROLL-ON 12X100ML,多芬紧肤柔滑滚珠精华露 12X100ML,2020-09-03,"['水', '葡糖酸内酯', '甘油', '丁二醇', '棕榈酸异丙酯', '硬脂醇聚醚-21', '聚二甲基硅氧烷', '鲸蜡醇', '矿油', '硬脂基聚二甲硅氧烷', '矿脂', '生育酚乙酸酯', '烟酰胺', '羟基硬脂酸', '泛醇', '红没药醇', '迷迭香叶提取物', '姜根提取物', '聚二甲基硅氧烷醇', '丙烯酸羟乙酯/丙烯酰二甲基牛磺酸钠共聚物', '异十六烷', '聚山梨醇酯-60', '山梨坦异硬脂酸酯', '硬脂醇聚醚-2', '棕榈酸', '硬脂酸', '硅酸铝镁', '甲氧基肉桂酸乙基己酯', '羟苯甲酯', '羟乙基纤维素', '黄原胶', '羟苯丙酯', 'EDTA 二钠', '花生酸', '乳酸', '氢氧化钾', '苯氧乙醇', '（日用）香精']"
12,691513,6902088920659,SKIN CARE,DOVE,DOVE DERMA HYDRATE HAND CREAM 24X40ML,多芬保湿倍润护手霜 24X40ML,2020-08-22,"['水', '甘油', '聚二甲基硅氧烷', '辛酸/癸酸甘油三酯', '棕榈酸', '乙二醇硬脂酸酯', 'PEG-100 硬脂酸酯', '糖类同分异构体', '烟酰胺', '羟基硬脂酸', '神经酰胺 3', '神经酰胺 6 II', '神经酰胺 1', '乙酰化透明质酸钠', '透明质酸钠', '透明质酸钠交联聚合物', '硬脂酸', '矿脂', '生育酚（维生素E）', '植物鞘氨醇', '胆甾醇', '月桂酰乳酰乳酸钠', '卡波姆', '丙烯酸（酯）类/C10-30 烷醇丙烯酸酯交联聚合物', '三乙醇胺', '甘油硬脂酸酯', '硬脂酰胺 AMP', '鲸蜡醇', '辛甘醇', '苯氧乙醇', '（日用）香精', '花生酸', 'EDTA 二钠', '1,2-戊二醇', '黄原胶', '柠檬酸', '柠檬酸钠']"
13,646022,6902088920666,SKIN CARE,DOVE,DOVE DERMASPA SMOOTH HAND CREAM 24X 40ML,多芬柔滑嫩肤护手霜 24X 40ML,2020-08-22,"['水', '甘油', '聚二甲基硅氧烷', '辛酸/癸酸甘油三酯', '棕榈酸', '乙二醇硬脂酸酯', 'PEG-100 硬脂酸酯', '烟酰胺', '羟基硬脂酸', '迷迭香叶提取物', '视黄醇丙酸酯', '硬脂酸', '生育酚（维生素E）', '矿脂', '丙烯酸（酯）类/C10-30 烷醇丙烯酸酯交联聚合物', '卡波姆', '三乙醇胺', '甘油硬脂酸酯', '硬脂酰胺 AMP', '鲸蜡醇', '辛甘醇', '苯氧乙醇', '（日用）香精', 'EDTA 二钠', '乳酸', '丁羟甲苯', '花生酸']"
14,157886,6902088920680,SKIN CARE,DOVE,DOVE DERMASPA GLOW HAND CREAM 24X 40ML,多芬滋养透亮护手霜 24X 40ML,2020-08-27,"['水', '甘油', '聚二甲基硅氧烷', '辛酸/癸酸甘油三酯', '棕榈酸', '乙二醇硬脂酸酯', 'PEG-100 硬脂酸酯', '烟酰胺', '羟基硬脂酸', '沙棘果油', '白藜芦醇', '生育酚（维生素E）', '硬脂酸', '鲸蜡醇', '矿脂', '甘油硬脂酸酯', '卡波姆', '丙烯酸（酯）类/C10-30 烷醇丙烯酸酯交联聚合物', '辛甘醇', '硬脂酰胺 AMP', '苯氧乙醇', '（日用）香精', 'EDTA 二钠', '三乙醇胺', '花生酸', '丁羟甲苯']"
15,962209,6902088910742,SKIN CARE,DOVE,DOVE MOIS BEAU GEL LE Y20 NEW 12X(130G),多芬新保湿水嫩洁面乳限量装Y20 12X(130G),2020-09-13,"['水', '椰油酰甘氨酸钾', '甘油', '矿脂', '椰油酸钾', '月桂酰两性基乙酸钠', '羟丙基淀粉磷酸酯', '丙烯酸（酯）类共聚物', '月桂酸', '月桂酰胺丙基甜菜碱', '硬脂酸', '烟酰胺', '神经酰胺 3', '神经酰胺 6 II', '神经酰胺 1', '生育酚乙酸酯', '泛醇', '乙酰化透明质酸钠', '透明质酸钠', '透明质酸钠交联聚合物', '细齿樱桃花提取物', '植物鞘氨醇', '胆甾醇', '月桂酰乳酰乳酸钠', '羟乙基脲', '棕榈酸', '氯化钠', '聚季铵盐-7', '羟乙磺酸钠', '椰油酸', '椰油酰羟乙磺酸酯钠', '（日用）香精', 'EDTA 四钠', '苯氧乙醇', 'PEG-4 月桂酸酯', 'PEG-4 二月桂酸酯', '聚乙二醇-4', '碘丙炔醇丁基氨甲酸酯', 'CI 77891', '丁羟甲苯', '1,2-戊二醇', '卡波姆', '黄原胶', '柠檬酸钠', '柠檬酸', '泛内酯']"
16,962209,6902088910742,SKIN CARE,DOVE,DOVE 20 MOI CLEANSING CREAM 12X130G,多芬保湿水嫩洁面乳12X130G,2020-09-13,"['水', '椰油酰甘氨酸钾', '甘油', '矿脂', '椰油酸钾', '月桂酰两性基乙酸钠', '羟丙基淀粉磷酸酯', '丙烯酸（酯）类共聚物', '月桂酸', '月桂酰胺丙基甜菜碱', '硬脂酸', '烟酰胺', '神经酰胺 3', '神经酰胺 6 II', '神经酰胺 1', '生育酚乙酸酯', '泛醇', '乙酰化透明质酸钠', '透明质酸钠', '透明质酸钠交联聚合物', '细齿樱桃花提取物', '植物鞘氨醇', '胆甾醇', '月桂酰乳酰乳酸钠', '羟乙基脲', '棕榈酸', '氯化钠', '聚季铵盐-7', '羟乙磺酸钠', '椰油酸', '椰油酰羟乙磺酸酯钠', '（日用）香精', 'EDTA 四钠', '苯氧乙醇', 'PEG-4 月桂酸酯', 'PEG-4 二月桂酸酯', '聚乙二醇-4', '碘丙炔醇丁基氨甲酸酯', 'CI 77891', '丁羟甲苯', '1,2-戊二醇', '卡波姆', '黄原胶', '柠檬酸钠', '柠檬酸', '泛内酯']"
17,350042,6902088910759,SKIN CARE,DOVE,DOVE 20 OIL CLEANSING FOAM 12X160ML,多芬净油柔嫩洁面泡泡12X160ML,2020-07-09,"['水', '椰油酰甘氨酸钾', '甘油', '丙二醇', '月桂酰两性基乙酸钠', '硬脂酸', '烟酰胺', '羟乙基脲', '神经酰胺 3', '神经酰胺 6 II', '神经酰胺 1', '植物鞘氨醇', '胆甾醇', '聚甘油-10 月桂酸酯', '葡糖酸内酯', '北美金缕梅叶提取物', '细齿樱桃花提取物', 'PEG-150 二硬脂酸酯', '柠檬酸', 'EDTA 二钠', '棕榈酸', '月桂酰乳酰乳酸钠', '卡波姆', '黄原胶', '聚山梨醇酯-20', '羟丙基环糊精', '丁二醇', '碘丙炔醇丁基氨甲酸酯', '苯氧乙醇', '（日用）香精', '碳酸钠', '丁羟甲苯', '碳酸氢钠', '氯化钠', '柠檬酸钠']"
18,350042,6902088910759,SKIN CARE,DOVE,DOVE DP SF LE Y20 NEW 12X(160ML),多芬新净油柔嫩洁面泡泡限量装Y20 12X(160ML),2020-07-09,"['水', '椰油酰甘氨酸钾', '甘油', '丙二醇', '月桂酰两性基乙酸钠', '硬脂酸', '烟酰胺', '羟乙基脲', '神经酰胺 3', '神经酰胺 6 II', '神经酰胺 1', '植物鞘氨醇', '胆甾醇', '聚甘油-10 月桂酸酯', '葡糖酸内酯', '北美金缕梅叶提取物', '细齿樱桃花提取物', 'PEG-150 二硬脂酸酯', '柠檬酸', 'EDTA 二钠', '棕榈酸', '月桂酰乳酰乳酸钠', '卡波姆', '黄原胶', '聚山梨醇酯-20', '羟丙基环糊精', '丁二醇', '碘丙炔醇丁基氨甲酸酯', '苯氧乙醇', '（日用）香精', '碳酸钠', '丁羟甲苯', '碳酸氢钠', '氯化钠', '柠檬酸钠']"
19,502403,6902088914177,SKIN CARE,DOVE,DOVE 20 MOI CLEANSING FOAM 12X160ML,多芬保湿水嫩洁面泡泡 12X160ML,2020-09-08,"['水', '椰油酰甘氨酸钾', '甘油', '丙二醇', '月桂酰两性基乙酸钠', '硬脂酸', '烟酰胺', '羟乙基脲', '神经酰胺 3', '神经酰胺 6 II', '神经酰胺 1', '植物鞘氨醇', '胆甾醇', '乙酰化透明质酸钠', '透明质酸钠', '透明质酸钠交联聚合物', '泛醇', '生育酚乙酸酯', '细齿樱桃花提取物', 'PEG-150 二硬脂酸酯', '1,2-戊二醇', '聚山梨醇酯-20', '月桂酰乳酰乳酸钠', '卡波姆', '黄原胶', '苯氧乙醇', '（日用）香精', 'EDTA 二钠', '碳酸钠', '碳酸氢钠', '棕榈酸', '羟丙基环糊精', '碘丙炔醇丁基氨甲酸酯', '丁羟甲苯', '氯化钠', '柠檬酸', '柠檬酸钠', '泛内酯']"
20,502403,6902088914177,SKIN CARE,DOVE,DOVE MOIS BEAU SF LE Y20 NEW 12X(160ML),多芬新保湿水嫩洁面泡泡限量装Y20 12X(160ML),2020-09-08,"['水', '椰油酰甘氨酸钾', '甘油', '丙二醇', '月桂酰两性基乙酸钠', '硬脂酸', '烟酰胺', '羟乙基脲', '神经酰胺 3', '神经酰胺 6 II', '神经酰胺 1', '植物鞘氨醇', '胆甾醇', '乙酰化透明质酸钠', '透明质酸钠', '透明质酸钠交联聚合物', '泛醇', '生育酚乙酸酯', '细齿樱桃花提取物', 'PEG-150 二硬脂酸酯', '1,2-戊二醇', '聚山梨醇酯-20', '月桂酰乳酰乳酸钠', '卡波姆', '黄原胶', '苯氧乙醇', '（日用）香精', 'EDTA 二钠', '碳酸钠', '碳酸氢钠', '棕榈酸', '羟丙基环糊精', '碘丙炔醇丁基氨甲酸酯', '丁羟甲苯', '氯化钠', '柠檬酸', '柠檬酸钠', '泛内酯']"
21,212047,6902088923834,SKIN CARE,VASELINE,VASELINE AHA SMT BODY LOTION 12X250ML,凡士林果酸柔滑身体乳 12X250ML,2020-07-21,"['水', '乳酸', '甘油', '丁二醇', '棕榈酸异丙酯', '硬脂醇聚醚-21', '氢氧化钾', '聚二甲基硅氧烷', '鲸蜡醇', '硬脂基聚二甲硅氧烷', '矿油', '硬脂醇聚醚-2', '硅酸铝镁', '生育酚乙酸酯', '泛醇', '苯氧乙醇', '红没药醇', '甲氧基肉桂酸乙基己酯', '丙烯酸羟乙酯/丙烯酰二甲基牛磺酸钠共聚物', '异十六烷', '棕榈酸', '聚山梨醇酯-60', '（日用）香精', '硬脂酸', '羟乙基纤维素', '羟苯甲酯', '聚二甲基硅氧烷醇', '糖类同分异构体', '柠檬酸', '柠檬酸钠', '黄原胶', '羟苯丙酯', '神经酰胺 1', '神经酰胺 3', '神经酰胺 6 II', '姜根提取物', '透明质酸钠', '乙酰化透明质酸钠', '透明质酸钠交联聚合物', '矿脂', '山梨坦异硬脂酸酯', 'EDTA 二钠', '烟酰胺', '月桂酰乳酰乳酸钠', '1,2-戊二醇', '植物鞘氨醇', '胆甾醇', '乙基己基甘油', '卡波姆', 'CI 77891']"
22,947251,6902088923841,SKIN CARE,VASELINE,VASELINE VB BRT BODY LOTION 12X250ML,凡士林烟酰胺焕亮身体乳 12X250ML,2020-07-22,"['水', '甘油', '烟酰胺', '辛酸/癸酸甘油三酯', '聚二甲基硅氧烷', '乙二醇硬脂酸酯', 'PEG-100 硬脂酸酯', '硬脂酸', '棕榈酸', '环五聚二甲基硅氧烷', '矿脂', '甘油硬脂酸酯', '羟基硬脂酸', '糖类同分异构体', '柠檬酸', '柠檬酸钠', '苯氧乙醇', '鲸蜡醇', '己基间苯二酚', '白藜芦醇', '三乙醇胺', '丙烯酸（酯）类/C10-30 烷醇丙烯酸酯交联聚合物', '羟苯甲酯', '（日用）香精', '卡波姆', '羟苯丙酯', '硬脂酰胺 AMP', 'EDTA 二钠', '花生酸', 'CI 77891']"
23,878250,6902088923858,SKIN CARE,VASELINE,VASELINE HA MOIT BODY LOTION 12X250ML,凡士林玻尿酸保湿身体乳 12X250ML,2020-07-22,"['水', '甘油', '聚二甲基硅氧烷', '环五聚二甲基硅氧烷', '辛酸/癸酸甘油三酯', '矿脂', '乙二醇硬脂酸酯', '棕榈酸', 'PEG-100 硬脂酸酯', '泛醇', '糖类同分异构体', '硬脂酸', '甘油硬脂酸酯', '透明质酸钠', '乙酰化透明质酸钠', '透明质酸钠交联聚合物', '苯氧乙醇', '丙烯酸（酯）类/C10-30 烷醇丙烯酸酯交联聚合物', '积雪草花/叶/茎提取物', '甘氨酸', '丝氨酸', '谷氨酸', '天冬氨酸', '亮氨酸', '丙氨酸', '赖氨酸', '精氨酸', '酪氨酸', '苯丙氨酸', '缬氨酸', '苏氨酸', '脯氨酸', '异亮氨酸', '组氨酸', '鲸蜡醇', '羟苯甲酯', '聚二甲基硅氧烷醇', '氢氧化钠', '羟苯丙酯', '硬脂酰胺 AMP', '（日用）香精', 'EDTA 二钠', '卡波姆', '柠檬酸钠', '柠檬酸', '十三烷醇聚醚-9', 'PEG-40 氢化蓖麻油', '丁二醇', '乳酸', '1,2-戊二醇', '乙基己基甘油', 'CI 77891']"
24,493422,6902088923865,SKIN CARE,VASELINE,VASELINE PEP FRM BODY LOTION 12X250ML,凡士林六胜肽紧肤身体乳 12X250ML,2020-07-23,"['水', '甘油', '棕榈酸', '硬脂酸', '肉豆蔻酸异丙酯', '烟酰胺', '矿油', '甘油硬脂酸酯', '乙二醇硬脂酸酯', '聚二甲基硅氧烷', 'PEG-100 硬脂酸酯', '矿脂', '鲸蜡醇', '木薯淀粉', '视黄醇丙酸酯', '小果咖啡籽提取物', '硅酸铝镁', '羟苯甲酯', '丙烯酸（酯）类/C10-30 烷醇丙烯酸酯交联聚合物', '(日用)香精', '羟苯丙酯', '乙酰基六肽-8', '丁羟甲苯', 'EDTA 二钠', '黄原胶', '糖类同分异构体', '硬脂酰胺 AMP', '向日葵籽油', '苯氧乙醇', '透明质酸钠', '乙酰化透明质酸钠', '迷迭香叶提取物', '透明质酸钠交联聚合物', '辛甘醇', '氢氧化钠', '1,2-戊二醇', '柠檬酸', '柠檬酸钠', '乙基己基甘油', 'CI 19140']"
25,739338,6902088924077,SKIN CARE,LUX,LUX LART CELESTIAL H&BODY MILK 12X300G,力士 沉醉星河手部身体润肤乳 12X300G,2020-12-11,"['水', '丙二醇', '甘油', '油橄榄（OLEA EUROPAEA）果油', '矿脂', '硬脂酸', '氢化聚异丁烯', '山梨坦硬脂酸酯', '聚山梨醇酯-60', '甘草酸二钾', '甘油硬脂酸酯', '聚二甲基硅氧烷', '鲸蜡硬脂醇', '生育酚乙酸酯', '卡波姆', '三乙醇胺', '云母', '二氧化钛', '尿囊素', 'EDTA 二钠', '透明质酸钠', '苯氧乙醇', '羟苯甲酯', '氯苯甘醚', '（日用）香精', '焦糖色', 'CI 16035', 'CI 42090']"
26,808509,6902088924084,SKIN CARE,LUX,LUX LART CELESTIAL H&BODY MILK S 80X100G,力士 沉醉星河手部身体润肤乳赠品 80X100G,2020-12-11,"['水', '丙二醇', '甘油', '油橄榄（OLEA EUROPAEA）果油', '矿脂', '硬脂酸', '氢化聚异丁烯', '山梨坦硬脂酸酯', '聚山梨醇酯-60', '甘草酸二钾', '甘油硬脂酸酯', '聚二甲基硅氧烷', '鲸蜡硬脂醇', '生育酚乙酸酯', '卡波姆', '三乙醇胺', '云母', '二氧化钛', '尿囊素', 'EDTA 二钠', '透明质酸钠', '苯氧乙醇', '羟苯甲酯', '氯苯甘醚', '（日用）香精', '焦糖色', 'CI 16035', 'CI 42090']"
27,246518,6902088924183,SKIN CARE,POND'S,PONDS MEN HYDRATE NOW CM 12X150G,旁氏男士劲能保湿洁面乳 12X150G,2020-08-06,"['甘油', '水', '椰油酰甘氨酸钠', '乙二醇二硬脂酸酯', '月桂酰胺丙基甜菜碱', '硬脂酸', '甲基椰油酰基牛磺酸钠', '聚季铵盐-39', '透明质酸钠', '乙酰化透明质酸钠', '透明质酸钠交联聚合物', '月桂亚氨基二乙酸二钠', '鲸蜡醇聚醚-20', '积雪草提取物', '氯化钠', '柠檬酸', '卡波姆', '（日用）香精', '苯氧乙醇', 'PEG-4 二月桂酸酯', 'PEG-4 月桂酸酯', '碘丙炔醇丁基氨甲酸酯', '聚乙二醇-4', '1,2-戊二醇', '乙基己基甘油']"
28,112777,6902088924190,SKIN CARE,POND'S,PONDS MEN OIL CONTROL CM 12X150G,旁氏男士净效控油洁面乳 12X150G,2020-08-06,"['肉豆蔻酸', '甘油', '水', '丙二醇', '氢氧化钾', '棕榈酸', '乙二醇二硬脂酸酯', '月桂酸', '硬脂酸', '癸基葡糖苷', '甘油硬脂酸酯', '萜品醇', '炭粉', '水杨酸', '麝香草酚', '曼尼古根冰河泥', '海盐', '聚季铵盐-7', 'PEG-4 二月桂酸酯', 'PEG-4 月桂酸酯', 'EDTA 二钠', '苯氧乙醇', '（日用）香精', '碘丙炔醇丁基氨甲酸酯', '聚乙二醇-4', '硅石']"
29,823143,6902088924695,SKIN CARE,POND'S,PONDS RICE SF + PINKISH 12X(150ML+30GX2),旁氏米粹洁面泡泡+粉润莹泽促销装 12X(150ML+30GX2),2020-08-13,"['水', '乳酸', '甘油', '丁二醇', '棕榈酸异丙酯', '硬脂醇聚醚-21', '氢氧化钾', '聚二甲基硅氧烷', '鲸蜡醇', '硬脂基聚二甲硅氧烷', '矿油', '硬脂醇聚醚-2', '硅酸铝镁', '生育酚乙酸酯', '泛醇', '苯氧乙醇', '红没药醇', '甲氧基肉桂酸乙基己酯', '丙烯酸羟乙酯/丙烯酰二甲基牛磺酸钠共聚物', '异十六烷', '棕榈酸', '聚山梨醇酯-60', '（日用）香精', '硬脂酸', '羟乙基纤维素', '羟苯甲酯', '聚二甲基硅氧烷醇', '糖类同分异构体', '柠檬酸', '柠檬酸钠', '黄原胶', '羟苯丙酯', '神经酰胺 1', '神经酰胺 3', '神经酰胺 6 II', '姜根提取物', '透明质酸钠', '乙酰化透明质酸钠', '透明质酸钠交联聚合物', '矿脂', '山梨坦异硬脂酸酯', 'EDTA 二钠', '烟酰胺', '月桂酰乳酰乳酸钠', '1,2-戊二醇', '植物鞘氨醇', '胆甾醇', '乙基己基甘油', '卡波姆', 'CI 77891']"
